size_sqft,bedrooms,age_years,distance_km,has_garage,crime_index,school_rating,price_usd
1866,5,21.6,9.03,0,59.6,6.0,295154
3057,8,36.4,11.59,1,49.6,8.6,493279
712,2,24.4,7.29,0,62.3,6.5,92104
1762,5,13.5,19.21,0,36.9,7.5,210629
1220,3,21.0,12.77,0,39.0,6.8,222573
1889,5,21.2,8.5,0,56.1,8.6,292645
1623,3,18.6,18.32,1,45.8,4.0,210081
1981,6,0.2,19.39,1,49.8,7.5,316995
2188,6,38.6,13.08,1,47.5,5.1,306583
1696,4,36.0,5.35,1,68.8,7.6,336081
2166,5,4.3,6.7,1,69.6,6.8,325990
428,1,15.5,1.32,1,40.6,4.8,104043
2395,6,16.6,9.75,0,23.6,7.5,395953
1788,4,2.7,3.7,0,39.3,7.3,320364
2139,5,0.0,8.03,1,36.5,6.7,369989
990,3,9.9,11.56,0,62.5,6.8,150576
1185,3,14.7,0.1,0,63.8,7.2,196859
1673,4,0.0,2.42,0,34.5,8.8,231698
1591,3,22.7,6.96,1,38.7,6.5,245990
1742,4,37.4,9.68,0,27.8,8.5,261846
2142,5,32.6,7.04,0,52.0,6.9,329796
717,2,18.1,8.38,1,49.3,8.9,190402
2087,5,0.0,5.76,1,61.8,6.6,352437
1604,5,30.7,1.3,0,57.5,6.0,277377
1498,4,22.2,6.79,1,59.2,5.4,234768
864,3,26.4,8.72,1,26.9,6.9,192312
1852,4,49.0,8.14,1,40.6,5.8,265760
400,1,7.6,10.67,0,64.2,9.1,116619
1924,4,0.0,12.51,0,41.9,5.7,304328
854,2,4.2,14.09,0,25.6,6.0,149345
1627,4,27.3,6.2,1,62.1,7.9,221951
1540,3,20.4,0.55,0,41.3,8.8,278749
2185,6,1.8,17.63,1,65.9,8.1,351417
1511,3,0.0,12.31,0,49.7,8.6,257371
1253,2,14.7,4.27,0,45.8,6.9,204204
1347,4,1.3,11.67,1,70.4,6.9,239882
2236,5,27.8,16.41,0,30.5,10.0,363500
1868,4,13.8,20.38,1,71.5,9.5,270844
1407,3,10.6,11.5,1,40.4,8.1,245216
1482,4,8.6,16.36,0,52.4,8.7,213477
816,3,23.9,2.74,1,52.6,8.3,180828
1794,4,20.6,9.78,1,43.6,5.2,275767
720,2,23.0,7.99,1,38.6,6.9,119823
1976,6,22.7,12.06,0,44.5,9.2,313080
1664,3,18.9,19.67,0,34.8,8.1,222095
2793,8,4.5,11.5,0,79.4,6.9,408453
1050,5,9.0,4.37,1,42.8,9.3,232634
1549,2,14.1,2.42,0,67.4,7.6,240766
2499,6,51.0,19.87,0,65.4,8.1,287072
2196,5,0.0,13.08,0,55.4,7.6,339842
1252,3,13.7,12.69,0,48.0,7.8,188848
1712,4,21.5,7.94,1,52.9,7.9,263303
1601,5,15.5,11.61,1,58.6,8.9,242291
1741,4,36.1,4.08,1,51.5,9.1,279423
1251,2,15.4,12.32,1,26.5,6.3,183612
1555,4,16.5,2.95,1,22.7,7.5,301285
801,2,32.2,7.84,1,72.6,8.9,99289
1668,3,47.2,6.14,1,10.5,6.8,226416
1825,3,41.1,0.1,1,52.9,5.0,238989
1486,5,18.0,7.92,0,46.5,5.6,241062
792,1,19.3,4.61,0,52.4,5.7,152181
2094,5,20.7,8.74,1,32.9,6.3,335347
1782,4,22.2,10.01,1,55.3,5.9,240518
1237,4,7.3,20.61,0,53.1,8.5,186523
1460,5,34.0,11.83,0,91.4,6.6,191404
850,3,23.1,12.0,1,51.9,8.9,172855
1087,2,19.3,12.97,1,70.2,5.3,148657
1331,2,0.9,15.23,1,27.5,6.5,175852
2214,5,20.9,12.73,1,65.3,7.2,343396
1280,3,0.0,11.69,0,53.4,8.2,242077
1920,3,11.3,14.27,1,54.0,8.7,286548
1331,4,11.6,0.1,0,54.3,6.2,227741
1724,3,24.3,22.53,1,75.6,8.5,204167
1529,5,48.2,19.54,1,53.8,4.5,157430
2037,7,28.6,11.3,1,38.2,8.3,285942
1333,3,41.7,1.52,1,40.8,5.0,204265
814,2,29.7,17.26,0,62.3,7.7,108148
909,1,36.9,5.84,1,56.7,8.7,163985
1334,4,47.9,13.2,1,27.0,8.3,206873
975,2,9.0,2.3,0,57.7,4.5,180045
1805,4,8.0,23.36,0,33.8,6.3,275448
1367,3,30.0,1.35,1,56.6,8.1,221015
2787,7,19.9,10.41,1,37.9,8.0,402382
731,2,23.3,0.1,1,45.8,7.4,101614
1702,5,16.3,9.75,0,41.8,3.7,285789
1036,2,11.1,7.45,1,72.8,8.8,160382
1353,5,44.3,16.82,1,56.0,9.1,179280
1671,3,3.5,7.45,0,68.9,7.2,256903
437,2,30.3,16.83,1,93.4,7.3,37893
1718,3,27.9,3.86,0,50.7,7.8,259562
2551,6,0.0,8.31,1,72.5,9.2,396752
1373,3,7.5,8.43,1,39.5,7.4,255697
1730,4,10.1,12.97,0,68.8,6.7,274811
2112,6,28.5,12.21,1,37.9,7.6,355966
1518,5,14.5,14.33,1,49.7,7.0,254095
1310,4,18.7,11.6,0,58.1,7.0,182444
462,1,0.0,13.97,1,60.4,4.4,58255
1920,5,54.9,4.61,0,30.9,7.8,270078
1543,3,21.1,12.33,0,37.0,8.8,284314
1094,2,27.5,19.65,0,59.2,8.5,145863
1663,3,11.9,0.1,0,44.5,8.4,273572
1308,3,10.2,12.93,0,29.0,6.9,242211
1336,4,48.7,14.06,0,48.9,7.2,194660
1903,3,0.0,18.77,1,48.2,8.8,271803
931,2,24.2,14.36,1,52.7,8.3,172883
2124,7,1.8,10.6,1,57.9,9.2,349688
901,3,13.9,12.58,1,57.0,6.0,162699
1269,3,10.4,5.59,0,38.5,6.0,216612
2561,5,5.2,7.67,1,43.8,6.5,376123
2164,6,20.5,1.99,0,63.9,5.6,332147
1649,2,0.0,18.92,0,41.9,5.0,262193
1130,4,15.3,12.7,1,44.1,7.7,185393
1335,3,18.6,4.5,0,27.4,7.6,251741
1637,6,0.0,11.63,0,49.6,7.4,259125
1619,3,42.7,16.96,1,55.2,7.5,270867
1555,5,11.1,15.96,0,20.4,4.8,214524
1585,4,16.4,4.43,1,33.9,6.3,252400
1493,3,11.1,0.1,0,28.7,6.6,281088
879,1,18.8,12.37,0,61.8,7.1,165461
1342,4,39.6,4.68,0,21.3,4.8,222467
2057,6,57.1,13.73,0,48.8,5.6,251251
916,4,31.2,15.7,0,60.8,6.3,141270
1505,5,36.3,16.68,0,52.8,8.6,226217
1190,3,45.7,20.47,1,43.4,7.4,147553
1656,3,23.7,17.42,1,55.2,8.5,263357
1406,2,43.6,20.5,0,65.6,6.8,149357
2339,7,31.9,18.27,1,48.4,7.0,315166
1853,4,22.2,18.8,0,16.4,7.7,227841
944,4,25.3,9.75,1,67.2,6.7,210542
1936,5,0.0,2.26,0,56.0,6.1,295229
1213,3,24.4,24.89,1,49.5,4.8,151240
1312,3,0.0,10.38,0,20.3,6.1,186504
1757,5,0.0,17.37,1,45.5,8.3,323135
1354,3,22.9,6.7,1,36.9,8.9,197287
2046,5,3.3,15.78,0,31.8,5.8,272670
1213,4,19.9,0.1,0,48.0,4.4,189804
1291,3,22.1,7.54,0,42.0,8.4,207330
1272,3,22.7,9.41,0,42.9,7.1,212252
1317,4,6.4,12.78,0,61.1,5.0,182824
2150,5,33.5,16.43,1,53.8,2.3,324726
1914,5,18.7,3.44,1,42.6,5.6,287919
2455,6,26.6,13.96,0,40.7,6.3,323868
2734,6,2.1,17.36,1,43.2,5.3,370919
1085,4,17.3,24.08,0,46.3,8.0,147233
1635,5,36.5,14.24,1,58.8,5.8,212930
1012,3,34.6,7.24,1,34.4,7.0,192825
1211,3,8.0,2.37,1,71.9,10.0,203569
1285,3,11.8,20.98,1,58.8,7.2,192448
1071,4,5.2,14.42,0,8.9,6.8,162441
1074,2,10.2,9.87,1,51.3,6.9,150678
1528,3,0.0,0.28,0,65.6,8.0,281480
992,4,17.9,4.41,0,55.8,7.8,221613
2021,5,29.5,13.79,1,43.8,5.5,326583
1141,4,8.2,12.12,0,49.1,6.4,151132
3005,6,18.6,0.1,1,52.7,6.0,415385
1374,4,16.7,13.8,0,61.5,6.6,256239
1636,6,35.8,0.59,0,28.8,9.7,278528
952,2,10.8,18.12,1,40.9,7.9,125674
2453,6,11.4,11.25,0,74.6,6.9,385207
2160,4,7.3,7.22,1,50.5,8.9,343875
1748,5,2.9,15.94,1,72.9,7.3,292208
927,2,27.9,12.12,1,94.8,4.5,72058
1705,4,18.0,17.95,1,42.6,9.5,261731
1039,2,20.8,10.48,1,32.0,6.8,195636
2331,7,39.1,10.83,1,46.0,3.6,320888
2005,6,40.0,8.29,1,66.5,4.6,324711
1648,4,0.0,11.58,0,68.6,8.7,229182
400,1,29.7,20.19,1,84.1,4.6,43382
1108,4,23.4,6.98,0,49.4,9.0,236842
1944,5,13.1,13.89,0,57.3,7.1,259961
2206,5,24.9,4.72,0,39.3,8.1,342024
2155,4,0.0,0.1,1,12.4,6.6,367623
804,1,41.9,11.24,0,49.4,7.8,113778
1751,3,27.7,12.22,0,32.7,7.5,243709
2108,5,7.0,9.34,1,59.7,6.9,307581
771,3,11.2,1.02,0,21.8,5.4,155799
1596,4,0.0,11.83,1,38.9,7.5,265128
1737,5,15.3,11.6,1,54.0,4.3,228521
1450,3,12.8,4.67,1,55.6,8.4,273663
674,2,0.1,1.88,0,49.3,7.3,117846
1437,5,31.7,8.49,0,78.0,7.7,188361
1436,3,39.2,13.92,1,73.5,3.1,169767
1526,4,19.6,12.5,0,39.7,5.3,200904
1318,2,15.4,4.71,1,74.1,6.2,199793
1378,5,26.5,10.82,1,76.4,8.0,198977
1580,4,19.7,15.32,0,48.1,5.6,236310
1821,5,3.8,2.96,0,50.7,10.0,346231
1448,4,10.2,10.38,0,49.2,6.6,229864
1395,4,15.6,18.04,0,40.3,5.5,166240
1646,5,23.7,2.35,0,41.8,6.7,242187
640,1,20.1,16.93,0,69.8,5.6,86703
1839,5,23.2,19.72,1,56.6,5.2,214788
1600,3,0.0,8.67,0,41.7,8.5,226391
1620,5,30.0,7.94,1,36.1,7.8,226921
2080,5,20.1,16.2,0,38.6,7.8,307347
624,2,58.3,8.88,1,47.5,8.9,163654
613,1,14.2,0.1,0,63.7,7.7,87295
1737,4,24.9,9.41,0,37.1,5.4,271389
1596,3,62.4,12.82,1,63.5,8.1,204389
1685,4,22.9,14.44,1,53.0,5.3,213758
1369,3,19.0,4.72,0,52.1,6.3,249896
1932,4,5.2,8.38,1,65.4,6.9,355748
2066,5,42.9,15.86,1,62.7,6.8,302074
1842,5,2.6,9.64,1,28.9,4.3,301853
1470,3,26.4,0.83,1,33.7,5.5,237817
546,1,12.9,17.43,1,46.6,7.0,93475
1985,4,17.2,8.72,1,55.3,6.1,306639
2211,7,0.0,16.55,0,70.5,8.7,362739
1922,6,40.1,1.63,1,51.0,8.9,360264
1160,3,15.8,9.27,1,75.6,5.3,170228
1937,6,1.8,13.06,0,39.4,7.1,310529
2030,3,38.8,9.48,0,41.9,9.4,286414
2379,4,12.4,2.9,0,45.4,6.8,376225
1162,3,25.0,0.1,1,37.7,6.4,264673
1487,3,32.6,19.14,1,67.4,8.3,240568
1974,5,27.1,11.49,1,8.5,6.6,326547
1629,4,0.0,17.0,1,42.4,8.9,292682
1041,3,30.4,15.57,1,67.2,6.1,188124
1807,4,18.5,13.58,0,45.3,6.3,320150
1889,5,15.1,8.07,1,66.1,8.2,263146
1644,4,18.4,12.94,0,83.0,7.2,253002
1710,5,0.0,18.6,1,51.2,7.2,210324
1471,3,22.9,10.5,1,67.5,4.1,233958
2339,7,0.0,21.41,0,86.3,6.5,353449
1150,3,15.7,1.0,1,56.0,8.3,199629
1306,5,22.3,0.36,1,49.3,5.8,167332
1605,3,36.1,15.93,1,63.5,8.1,230288
2039,6,7.7,5.09,0,67.8,7.4,329511
851,2,41.8,22.26,1,49.4,6.7,113744
945,2,34.2,18.02,0,42.7,9.0,122923
581,2,13.6,19.53,1,75.8,6.5,75192
1616,4,3.4,15.31,1,45.9,6.6,255472
1041,1,0.0,4.47,1,67.9,6.7,157984
1408,1,24.1,0.1,0,53.9,7.1,227379
1931,6,8.9,18.97,1,77.4,8.2,301164
1279,4,38.0,1.0,0,37.3,4.8,154596
1716,6,9.8,19.51,1,37.2,8.3,289209
1450,4,6.5,14.02,0,62.8,7.1,234421
1936,4,23.5,9.54,0,33.0,7.8,328906
1838,4,9.7,12.65,0,51.7,10.0,310557
1254,3,20.1,12.79,1,73.2,6.2,169269
1516,3,34.8,8.79,0,23.2,5.2,248644
2122,7,21.8,18.55,1,56.0,7.3,292335
1797,6,21.8,18.35,1,68.2,7.5,279702
902,3,23.1,10.93,1,49.6,8.3,184402
1928,5,0.0,6.4,0,36.1,6.2,341948
1058,2,25.9,17.84,0,46.1,5.8,187428
2306,7,22.4,0.1,0,37.4,4.7,387048
2112,5,33.4,12.66,1,51.0,4.9,297536
1745,4,29.1,14.44,1,45.8,6.4,271487
1679,5,17.0,5.03,0,42.3,6.8,274982
1495,3,35.5,15.84,1,57.0,10.0,211268
1939,5,15.6,9.84,1,73.7,4.5,285260
1415,2,23.7,6.73,1,54.9,7.5,264918
1718,5,15.3,15.78,0,70.2,5.9,264944
2036,5,26.9,3.49,0,73.7,7.3,356351
1319,4,14.4,15.22,1,41.2,6.2,186405
1292,3,44.7,0.1,0,54.1,8.6,194452
1003,2,50.3,11.71,1,43.6,8.5,164986
1068,2,33.1,10.26,1,27.8,6.8,188029
686,2,43.1,6.76,0,55.3,9.2,114088
1965,4,0.0,12.34,0,34.2,8.1,323153
2504,6,0.0,9.52,1,57.3,9.1,420066
2313,6,15.2,16.33,0,26.7,6.9,306568
787,2,20.6,13.36,1,52.6,8.4,160484
1962,4,17.0,12.72,0,26.4,5.8,308983
2311,6,0.0,11.75,0,60.1,5.7,351559
1372,4,37.3,7.17,1,44.1,10.0,190658
1651,4,52.3,8.19,0,42.7,5.4,217820
596,1,39.2,11.49,1,66.9,6.3,100062
1733,4,36.3,8.96,0,45.2,4.2,214882
1068,3,23.4,16.67,0,51.7,5.7,174429
1700,3,7.4,10.56,1,47.0,5.5,276103
819,2,21.1,12.26,0,57.6,6.0,125104
1871,5,51.6,1.58,0,65.6,7.4,275802
2112,4,14.7,15.66,0,62.5,7.8,304523
1208,3,13.2,6.51,0,43.0,5.5,190082
1032,1,36.6,3.74,0,68.1,5.8,107516
522,2,37.6,19.88,0,36.3,8.6,71382
1467,4,7.3,14.19,0,38.9,9.6,244197
1309,3,16.1,15.86,0,48.1,8.9,237932
824,2,12.5,12.73,0,65.7,4.5,135179
1827,4,21.0,9.44,0,32.4,8.8,318631
1375,3,36.6,8.32,0,63.4,9.8,175689
1062,1,7.9,14.67,1,49.2,4.5,144220
1323,2,36.3,16.8,1,43.5,8.6,245994
2136,6,21.5,9.59,0,66.5,7.3,301799
1901,4,54.9,22.44,0,38.0,6.5,219469
1535,4,24.8,8.82,1,84.3,7.2,232250
1910,4,18.5,1.64,1,47.4,7.7,358872
1020,3,28.6,0.1,1,52.2,8.7,177467
1616,3,14.9,0.1,0,73.1,8.7,271430
1674,4,0.0,7.52,1,52.6,4.7,276535
1365,3,16.4,8.61,1,67.8,6.0,165419
1818,6,16.2,14.1,0,20.7,7.1,286460
1210,4,0.0,9.83,0,43.4,9.4,206728
1855,4,18.9,15.06,1,56.0,2.9,272959
1876,5,0.0,10.27,1,66.2,6.1,342359
400,3,14.8,10.08,1,61.5,4.7,82626
2195,4,23.7,6.53,1,60.1,4.9,307510
400,1,21.5,18.54,1,65.9,8.5,139479
1292,3,13.8,0.81,1,57.1,6.2,203317
2113,5,18.7,11.81,0,17.9,3.5,264931
1441,3,8.2,8.91,0,71.6,6.8,252579
867,1,20.2,14.69,0,37.4,10.0,139143
1053,4,20.9,9.88,1,54.7,4.3,180632
2113,4,6.5,10.05,1,52.7,7.8,382880
639,1,24.0,8.4,1,50.7,9.4,91242
2164,6,23.9,18.36,0,33.4,6.9,308908
1572,4,17.5,10.01,1,20.9,9.9,241537
1004,2,56.3,21.82,1,35.0,6.0,133378
1308,2,17.9,11.63,1,62.4,9.2,196370
1091,3,15.8,10.13,1,28.3,8.8,171375
2033,4,13.7,9.13,1,36.8,7.0,331787
1966,5,5.4,13.39,1,56.3,4.8,297456
740,1,30.3,6.47,0,34.6,5.5,78251
1398,4,9.7,10.87,1,41.9,3.5,188938
1168,3,11.5,10.05,0,51.2,7.9,196653
2247,6,11.9,11.95,1,54.2,7.7,310468
925,3,5.2,12.1,1,34.3,7.1,180131
2402,6,0.0,12.41,0,52.1,6.8,394782
1583,3,13.1,10.57,1,56.0,9.0,272977
1019,2,33.1,19.41,0,30.9,7.4,124773
1261,3,23.0,12.54,1,53.2,6.2,201842
1199,3,43.4,25.64,1,39.3,7.2,132368
963,2,31.3,10.3,0,51.9,10.0,160351
1647,3,27.9,15.75,0,60.8,7.9,220669
986,2,48.2,5.64,1,47.4,6.4,125536
510,2,18.5,18.4,1,63.7,6.9,107964
1410,4,20.9,5.77,0,61.9,7.7,176656
699,3,19.8,12.74,0,63.6,6.4,86302
1224,5,43.2,8.41,0,56.0,6.2,161686
1145,3,20.0,12.71,0,66.5,7.0,159356
1164,4,10.3,8.59,1,55.8,9.3,252396
2600,7,28.8,5.26,1,25.0,8.2,429663
1628,5,7.8,8.37,0,38.1,6.4,265113
1723,6,28.0,19.25,1,46.8,8.3,274652
712,3,26.2,12.8,1,48.7,7.0,131518
1273,4,17.2,2.27,1,55.4,7.5,263873
1708,4,28.5,16.57,0,37.9,7.4,198898
1088,3,0.0,4.65,0,80.1,3.8,189988
2054,5,22.4,14.46,1,48.5,2.4,273074
999,3,13.1,13.32,0,49.9,7.3,175322
1457,3,62.9,13.7,0,39.9,5.7,193821
1307,3,22.3,21.12,1,34.9,4.5,201803
1682,2,11.1,5.03,0,48.1,5.8,282490
1280,5,0.0,13.66,1,50.4,8.4,202650
1465,3,39.6,17.56,1,48.7,7.5,234742
1482,4,14.7,6.14,0,74.8,8.2,235999
1233,4,8.1,5.53,1,48.1,7.7,216026
1843,5,25.0,8.28,1,48.7,5.6,334874
1719,5,29.7,11.95,0,62.2,8.2,276459
1556,3,29.5,1.54,0,47.4,7.9,230148
1385,5,20.3,13.31,1,58.1,6.8,252466
1998,6,22.4,1.55,1,30.8,7.1,332162
1482,4,23.5,17.76,1,30.9,8.2,225056
1447,5,25.0,13.08,0,51.8,5.9,202807
1652,3,26.4,21.48,0,46.5,8.6,235707
2448,6,36.4,14.01,1,37.9,7.8,347245
930,3,20.8,8.17,1,51.8,7.0,171351
1985,3,7.7,5.21,0,53.1,9.3,327763
653,2,17.8,11.43,1,39.4,5.1,118743
1709,5,31.3,9.82,1,42.2,6.3,316042
2388,8,0.0,17.12,0,53.2,6.0,364393
1844,3,0.0,4.43,1,34.7,7.5,335153
1685,6,33.8,22.13,1,40.9,8.8,288872
1320,3,42.8,17.65,0,58.0,5.5,204377
1616,4,1.0,8.78,1,49.6,10.0,333455
1474,3,21.5,20.79,0,42.8,6.0,154219
1207,2,14.0,5.3,0,36.5,7.5,201529
1455,4,16.1,11.23,1,34.8,7.0,237368
1699,3,24.6,2.34,0,48.0,7.1,258169
1216,4,0.6,21.08,1,80.4,5.8,181028
1197,2,3.4,0.12,1,58.5,8.6,207137
920,1,15.5,1.36,1,30.0,5.7,134165
1795,4,17.8,6.19,0,60.6,4.3,259510
1873,5,3.1,17.93,1,38.6,5.3,310164
1716,4,31.8,15.73,0,49.9,9.2,238711
2083,5,13.7,10.73,0,41.2,8.9,313502
1644,5,13.7,16.11,0,80.3,4.0,211324
1796,5,24.2,9.31,1,33.0,8.2,268662
1752,4,18.1,12.53,1,54.7,4.0,247880
1554,3,32.6,19.91,0,39.7,7.0,216537
1335,3,6.0,8.52,1,61.1,5.2,244930
2707,7,0.0,5.4,1,54.4,8.3,405744
1374,2,15.4,12.82,0,68.8,7.8,197074
1267,2,20.9,14.44,1,60.8,8.5,225489
1817,4,1.4,10.66,1,39.6,6.6,260609
1726,4,0.0,16.02,1,93.7,6.7,293573
898,2,22.7,8.79,0,58.3,4.8,117999
2161,6,8.6,10.77,0,41.7,5.5,342740
1553,3,0.0,12.25,1,53.1,8.4,250023
1045,1,34.5,11.72,0,59.5,7.6,152401
2194,5,10.5,19.68,1,58.9,7.2,363724
1913,5,37.2,12.22,1,57.4,8.9,290809
968,1,20.4,8.18,1,64.5,5.0,168868
2489,6,24.4,13.17,0,63.0,8.1,366889
1929,5,16.8,16.05,1,37.3,5.2,268400
1595,4,0.0,14.65,1,81.6,9.2,259540
2395,6,2.9,14.31,1,79.5,7.8,362149
1680,4,18.1,1.01,1,62.0,8.4,247707
1586,5,25.5,0.1,0,50.6,5.9,265980
1270,4,0.0,17.65,0,50.8,10.0,234186
1891,4,19.2,12.63,1,45.1,10.0,321714
1838,5,3.2,9.87,0,47.1,7.6,328446
1607,4,23.5,14.17,0,17.2,8.8,273743
1205,4,19.7,21.56,1,73.0,6.5,167499
1665,4,31.2,18.48,0,67.7,5.1,207582
1565,5,36.0,15.77,1,24.8,8.2,271518
933,2,26.9,4.68,1,63.3,5.6,162019
864,3,32.9,5.46,0,49.9,9.0,154163
1883,6,14.7,0.1,0,47.0,8.6,296500
400,1,62.3,13.8,0,57.4,7.4,29908
1703,4,1.7,16.65,1,23.9,7.3,288460
1361,4,12.1,17.14,0,49.8,8.5,166035
2254,5,33.5,14.05,1,51.2,7.4,269625
1353,5,31.3,9.08,1,51.2,6.4,241064
1930,5,27.3,6.61,0,29.5,4.7,269668
1402,3,30.1,5.05,1,56.7,8.4,241100
1657,4,0.0,9.02,1,65.9,7.5,313281
1968,4,43.8,4.13,1,56.1,10.0,281158
1369,4,16.9,20.54,1,46.6,6.9,170506
2098,5,38.7,2.19,1,90.3,7.5,309590
1103,4,0.0,8.82,0,36.1,7.5,184247
1747,3,23.8,0.1,1,61.6,8.0,278143
2061,5,11.5,11.78,0,53.6,5.5,313230
1930,6,28.6,9.99,1,80.2,6.9,306026
2558,5,24.8,7.86,1,55.8,8.2,383548
1218,5,25.5,4.4,0,59.0,6.5,231449
910,2,4.1,10.01,1,57.6,8.2,185936
1103,3,19.1,6.73,1,34.1,7.1,191118
1930,5,17.3,9.18,1,37.0,7.6,325982
1849,5,27.4,21.74,1,45.9,8.7,240621
1651,4,34.8,11.03,1,64.4,6.7,271699
1039,3,22.3,13.2,1,53.5,4.8,161439
1983,5,0.9,7.21,0,46.9,6.6,280283
988,4,21.6,5.29,1,70.6,5.8,165885
2179,6,59.2,9.86,0,20.3,3.8,320187
3029,8,44.7,25.02,0,30.6,6.8,391993
1783,5,0.0,8.28,0,12.6,7.3,305821
1892,3,21.0,12.17,1,68.1,8.5,303164
1354,5,34.0,5.03,0,48.5,5.3,211851
695,1,17.3,0.1,1,64.5,7.1,114028
1299,4,13.1,5.26,1,48.4,8.7,236277
1054,3,16.0,24.28,1,65.3,6.1,118788
876,3,28.3,13.57,1,48.1,7.8,141037
2461,6,2.8,19.85,0,56.1,9.4,339982
1736,5,37.8,7.91,1,54.0,4.2,254872
1790,4,19.2,0.1,1,55.1,7.4,261434
1445,5,6.0,3.35,1,75.3,8.7,267605
1514,4,36.9,12.38,1,25.6,6.5,260500
2082,6,0.0,11.43,1,49.0,9.1,378232
1584,2,11.7,9.94,1,53.0,8.0,214177
1865,5,11.4,6.82,1,50.7,9.7,300232
1502,4,52.2,15.64,0,44.0,7.9,229368
1429,4,9.7,6.99,1,42.0,9.8,277247
897,3,0.0,11.85,1,73.0,7.5,153095
611,1,11.3,11.17,0,48.9,4.9,80605
1469,4,26.8,7.79,1,86.6,6.1,227533
1628,5,31.8,4.71,0,57.9,8.5,214485
957,1,54.1,7.44,1,45.7,8.5,157682
1583,4,41.1,21.24,0,58.3,6.5,233496
1627,4,22.8,16.67,1,51.6,9.7,248999
522,1,6.6,16.12,1,70.1,6.5,57318
1142,3,44.4,5.28,0,32.5,7.7,213838
1804,5,14.5,1.37,0,23.0,7.7,304839
1794,5,10.1,16.58,1,55.4,5.0,287941
1023,2,13.7,15.43,1,62.5,6.8,128026
1679,5,1.2,10.82,0,54.3,10.0,250747
2111,6,13.0,7.78,1,60.1,5.6,340283
1989,5,16.5,1.22,0,57.9,7.9,340699
1552,3,31.0,15.2,0,27.8,5.3,181453
1366,3,14.2,17.12,0,54.2,5.6,188355
1285,4,1.0,5.93,0,69.8,4.9,167520
1834,5,0.0,5.42,0,52.6,8.4,285936
1698,3,23.1,17.45,0,30.4,5.7,223619
1915,3,21.1,6.15,0,45.0,8.9,299615
1666,5,11.7,20.67,0,58.4,6.2,188590
2009,5,13.0,9.35,0,76.9,7.2,332897
1647,4,25.8,7.68,0,20.7,7.6,252349
1992,6,40.9,10.27,0,55.4,4.6,311310
2035,4,8.3,7.68,0,36.0,7.3,326542
1198,3,21.3,16.76,1,57.6,7.5,209201
696,2,34.4,15.31,0,58.8,8.7,158209
2372,6,8.4,16.53,0,46.5,5.6,321764
1728,5,19.8,11.11,1,59.5,5.8,271243
743,1,19.4,7.26,0,67.1,8.0,96339
1243,4,0.3,9.95,1,47.5,9.1,231585
1986,6,22.5,7.45,0,29.9,6.1,324197
1460,4,20.5,18.8,0,71.4,5.1,226379
1344,3,28.3,16.01,0,62.4,6.5,174842
2300,6,2.2,9.45,1,58.5,5.5,326148
1076,3,20.1,4.44,0,39.6,7.6,186300
1201,3,40.7,19.25,0,64.8,5.4,127448
1706,5,51.2,10.82,1,80.6,8.5,241478
1795,4,39.2,9.22,1,48.2,7.3,285830
1848,5,2.3,19.3,1,51.4,8.5,307815
2056,6,26.8,6.94,0,34.0,3.4,319080
1699,4,12.8,8.09,0,39.2,4.4,241675
1845,3,24.3,8.62,1,33.9,8.9,313028
1470,4,8.4,2.1,1,52.0,5.9,251816
1631,4,0.0,11.89,1,44.9,4.8,249841
1654,3,14.8,5.43,0,55.6,6.7,220305
1708,4,30.8,6.58,1,36.6,7.4,217784
1986,4,24.3,5.77,1,47.5,6.8,264320
1878,5,26.0,6.48,0,35.7,7.7,296723
1622,4,23.2,4.97,1,52.8,7.5,241499
1195,2,26.1,11.48,0,25.5,7.4,137453
1634,4,27.9,9.07,0,52.3,9.0,241869
1586,4,15.9,10.29,1,45.8,7.0,262083
1697,5,21.2,24.12,0,52.7,6.9,249168
2703,6,46.1,9.07,0,25.2,8.2,386358
1338,3,22.1,13.63,1,59.8,7.8,208510
1811,4,20.6,14.31,0,45.5,5.6,241150
2134,5,21.5,9.62,0,53.3,6.9,328253
1649,4,16.7,11.64,0,21.9,7.7,251854
2769,7,13.5,10.12,0,31.4,6.1,407421
1411,3,23.1,11.22,1,44.1,6.2,242689
1762,4,12.4,6.48,1,70.6,4.9,288511
1201,3,17.8,7.03,1,57.9,2.7,176005
1424,6,8.1,10.1,1,51.9,6.4,244499
1724,4,21.6,0.1,1,36.1,7.2,278171
2023,5,28.8,18.98,0,33.4,5.4,226627
1760,7,16.8,22.97,1,54.1,9.1,316532
2230,6,0.0,11.02,1,60.5,5.4,328941
1553,3,28.9,13.99,1,53.1,8.4,256582
1434,4,21.8,16.49,0,75.6,7.6,210310
2952,7,5.1,2.05,1,39.8,10.0,512939
1797,5,31.6,15.57,0,52.7,7.8,275088
1240,3,0.0,7.44,0,24.6,4.8,223705
1253,3,35.7,23.74,1,53.2,8.6,166792
1129,4,19.1,8.87,1,72.0,9.5,175838
2068,6,0.0,15.45,1,34.4,4.3,323542
1418,4,22.7,8.93,0,62.6,8.0,174476
1664,5,13.9,23.18,1,71.6,8.3,243958
1568,4,11.6,6.93,1,39.7,6.7,230549
1966,5,8.9,16.99,1,57.0,3.4,261486
1177,4,18.1,13.76,0,73.7,6.6,194634
1062,3,12.7,12.43,1,53.5,6.1,190393
